SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
NAC 718,Nursing Accelerated BSN,MAJ,3,"Make effective use of technology for patient care, education, and management of health information."
NAC 718,Nursing Accelerated BSN,MAJ,4,"Understand the roles and scope of practice of disciplines of the health care team and practice as an effective, collaborating member of the interprofessional team."
NAC 718,Nursing Accelerated BSN,MAJ,5,Use knowledge sources effectively to provide evidence-based care.
NAC 718,Nursing Accelerated BSN,MAJ,6,Identify health disparities and advocate for basic essential health services for all.
NAC 718,Nursing Accelerated BSN,MAJ,7,"Allocate health care resources to maximize the health care benefit to clients, families, and community."
NAC 718,Nursing Accelerated BSN,MAJ,8,Assume fiscal and ethical responsibility for clinical practice.
NAC 718,Nursing Accelerated BSN,MAJ,9,Function as a member of the nursing profession within the community and the world.
NUR 712,Nursing BSN,MAJ,1,"Promote health and manage illness by providing safe, client-centered, culturally congruent care across the lifespan in a variety of health care settings."
NUR 712,Nursing BSN,MAJ,2,Employ professional nursing leadership concepts to address patient care and system needs to promote quality health care outcomes and health equity for all.
NUR 712,Nursing BSN,MAJ,3,"Make effective use of technology for patient care, education, and management of health information."
NUR 712,Nursing BSN,MAJ,4,"Understand the roles and scope of practice of disciplines of the health care team and practice as an effective, collaborating member of the interprofessional team."
NUR 712,Nursing BSN,MAJ,5,Use knowledge sources effectively to provide evidence-based care.
NUR 712,Nursing BSN,MAJ,6,Identify health disparities and advocate for basic essential health services for all.
NUR 712,Nursing BSN,MAJ,7,"Allocate health care resources to maximize the health care benefit to clients, families, and community."
NUR 712,Nursing BSN,MAJ,8,Assume fiscal and ethical responsibility for clinical practice.
NUR 712,Nursing BSN,MAJ,9,Function as a member of the nursing profession within the community and the world.
NCP 715,Nursing Collab Prog BSN,MAJ,1,"Promote health and manage illness by providing safe, client-centered, culturally congruent care across the lifespan in a variety of health care settings."
NCP 715,Nursing Collab Prog BSN,MAJ,2,Employ professional nursing leadership concepts to address patient care and system needs to promote quality health care outcomes and health equity for all.
NCP 715,Nursing Collab Prog BSN,MAJ,3,"Make effective use of technology for patient care, education, and management of health information."
NCP 715,Nursing Collab Prog BSN,MAJ,4,"Understand the roles and scope of practice of disciplines of the health care team and practice as an effective, collaborating member of the interprofessional team."
NCP 715,Nursing Collab Prog BSN,MAJ,5,Use knowledge sources effectively to provide evidence-based care.
NCP 715,Nursing Collab Prog BSN,MAJ,6,Identify health disparities and advocate for basic essential health services for all.
NCP 715,Nursing Collab Prog BSN,MAJ,7,"Allocate health care resources to maximize the health care benefit to clients, families, and community."
NCP 715,Nursing Collab Prog BSN,MAJ,8,Assume fiscal and ethical responsibility for clinical practice.
NCP 715,Nursing Collab Prog BSN,MAJ,9,Function as a member of the nursing profession within the community and the world.
MS  712NUR,Nursing MS,MAJ,1,"(Background for Practice from Sciences and Humanities) Recognizes that the master's-prepared nurse integrates scientific findings from nursing, biopsychosocial fields, genetics, public health, quality improvement, and organizational sciences for the continual improvement of nursing care across diverse settings."
MS  712NUR,Nursing MS,MAJ,2,"(Organizational and Systems Leadership) Recognizes that organizational and systems leadership are critical to the promotion of high quality and safe patient care. Leadership skills are needed that emphasize ethical and critical decision making, effective working relationships, and a systems-perspective."
MS  712NUR,Nursing MS,MAJ,3,"(Quality Improvement and Safety) Recognizes that a master's-prepared nurse must be articulate in the methods, tools, performance measures, and standards related to quality, as well as prepared to apply quality principles within an organization."
MS  712NUR,Nursing MS,MAJ,4,"(Translating and Integrating Scholarship into Practice) Recognizes that the master's-prepared nurse applies research outcomes within the practice setting, resolves practice problems, works as a change agent, and disseminates results."
MS  712NUR,Nursing MS,MAJ,5,(Informatics and Healthcare Technologies) Recognizes that the master's-prepared nurse uses patient-care technologies to deliver and enhance care and uses communication technologies to integrate and coordinate care.
MS  712NUR,Nursing MS,MAJ,6,(Health Policy and Advocacy) Recognizes that the master's-prepared nurse is able to intervene at the system level through the policy development process and to employ advocacy strategies to influence health and health care.
MS  712NUR,Nursing MS,MAJ,7,"(Interprofessional Collaboration for Improving Patient and Population Health Outcomes) Recognizes that the master's-prepared nurse, as a member and leader of interprofessional teams, communicates, collaborates, and consults with other health professionals to manage and coordinate care."
MS  712NUR,Nursing MS,MAJ,8,(Ethical Practice) Recognizes and applies principles of ethical and professional conduct.
MS  712NUR,Nursing MS,MAJ,9,"(Master's-Level Nursing Practice) Recognizes that nursing practice, at the master's level, is broadly defined as any form of nursing intervention that influences healthcare outcomes for individuals, populations, or systems. Master's-level nursing graduates must have an advanced level of understanding of nursing and relevant sciences as well as the ability to integrate this knowledge into practice. Nursing practice interventions include both direct and indirect care components."
MS  712NUR,Nursing MS,MAJ,10,"(Clinical Prevention and Population Health for Improving Health) Recognizes that the master's-prepared nurse applies and integrates broad, organizational, client-centered, and culturally appropriate concepts in the planning, delivery, management, and evaluation of evidence-based clinical prevention and population care and services to individuals, families, and aggregates/identified populations."
PHD 712NUR,Nursing PHD,MAJ,1,Master in-depth knowledge in a substantive area of nursing.
PHD 712NUR,Nursing PHD,MAJ,2,"Articulate research problems, potentials, and limits with respect to nursing theory, knowledge, and practice."
PHD 712NUR,Nursing PHD,MAJ,3,"Formulate new ideas, concepts, designs, and/or techniques based on critical evaluation of knowledge in nursing and other relevant disciplines."
PHD 712NUR,Nursing PHD,MAJ,4,Assume leadership in the creation of original research that makes a substantive contribution to health. 
PHD 712NUR,Nursing PHD,MAJ,5,Demonstrate cultural knowledge and cross-cultural skills in nursing scholarship.
PHD 712NUR,Nursing PHD,MAJ,6,"Demonstrate breadth in learning experiences through intra- and cross-disciplinary study, and integration of research, teaching, mentoring, and service to the profession."
PHD 712NUR,Nursing PHD,MAJ,7,Negotiate and work successfully with interprofessional teams.
PHD 712NUR,Nursing PHD,MAJ,8,"Develop and disseminate nursing knowledge to meet the health needs of local, national, and global populations."
PHD 712NUR,Nursing PHD,MAJ,9,Communicate complex research findings and implications in a clear and understandable manner to lay and professional audiences.
PHD 712NUR,Nursing PHD,MAJ,10,"Demonstrate knowledge of professional obligations, codes of ethics, and institutional policies and procedures that guide nursing scholarship."
PHD 712NUR,Nursing PHD,MAJ,11,"Demonstrate the capacity to identify ethical issues, seek guidance from appropriate resources and adhere to ethical principles and professional norms in the resolution of moral dilemmas."
DNP 712NUR,Nursing Practice DNP,MAJ,1,"Integrate nursing science and theory with evidence, ethics, professional obligations, and knowledge from other disciplines as the basis for specialty-focused advanced nursing practice. (Essential 1) "
DNP 712NUR,Nursing Practice DNP,MAJ,2,"Demonstrate advanced levels of clinical judgment, systems thinking, leadership, and accountability in designing, delivering, and evaluating evidence-based care to improve individual and population health outcomes (Essentials 2 and 8)"
DNP 712NUR,Nursing Practice DNP,MAJ,3,Evaluate evidence to determine & implement best practice (Essential 3)
DNP 712NUR,Nursing Practice DNP,MAJ,4,"Develop, implement, and evaluate new practice approaches based on nursing science and theory, as well as knowledge from other disciplines. (Essential 3)"
DNP 712NUR,Nursing Practice DNP,MAJ,5,"Function as a practice specialist in clinical scholarship, quality improvement, and collaborative knowledge-generating research. (Essential 3)"
DNP 712NUR,Nursing Practice DNP,MAJ,6,"Use information systems technology to monitor health, identify needs, and evaluate outcomes of care and system improvements. (Essential 4)"
DNP 712NUR,Nursing Practice DNP,MAJ,7,Translate knowledge into practice and policy to protect and improve health and health systems. (Essential 5)
DNP 712NUR,Nursing Practice DNP,MAJ,8,Partner with intraprofessional and interprofessional teams to contribute nursing perspective and lead change in health outcomes and complex systems of care. (Essential 6)
DNP 712NUR,Nursing Practice DNP,MAJ,9,"Critically evaluate how social determinants of health, cultural background and environment impact health outcomes. (Essential 7)"
DNP 712NUR,Nursing Practice DNP,MAJ,10,"Develop, implement, and evaluate programs and advanced practice interventions to improve health, access patterns, and gaps in care of individuals, aggregates, or populations. (Essential 8)"
ALS 717,Nutritional Sciences BS,MAJ,1,Obtains and can articulate specialized knowledge in the field of nutritional sciences and dietetics along with an education broad enough to meet the challenges of future careers and opportunities.
ALS 717,Nutritional Sciences BS,MAJ,2,Obtains and can articulate foundational knowledge in areas relevant to the field of nutrition and dietetics.
ALS 717,Nutritional Sciences BS,MAJ,3,Communicates complex ideas in a clear and understandable manner through both written and oral presentations.
ALS 717,Nutritional Sciences BS,MAJ,4,Demonstrates quantitative literacy in math and statistics relevant to nutritional sciences and dietetics.
ALS 717,Nutritional Sciences BS,MAJ,5,"Demonstrates the ability to think critically and creatively, to synthesize, analyze, and integrate ideas for decision making and problem solving."
ALS 717,Nutritional Sciences BS,MAJ,6,"Develops the skills for life--long learning and is capable of locating, interpreting, and critically evaluating professional literature and current research."
ALS 717,Nutritional Sciences BS,MAJ,7,"Develops a global perspective and an appreciation for the interdependencies among individuals and their workplaces, communities, environments, and world; and an understanding of the interrelationships between science and society."
ALS 717,Nutritional Sciences BS,MAJ,8,"Develops a respect for truth, a tolerance for diverse views, and a strong sense of personal and professional ethics."
ADI 717,Nutritional Sciences BSDN,MAJ,1,Obtains and can articulate specialized knowledge in the field of nutritional sciences and dietetics along with an education broad enough to meet the challenges of future careers and opportunities.
ADI 717,Nutritional Sciences BSDN,MAJ,2,Obtains and can articulate foundational knowledge in areas relevant to the field of nutrition and dietetics.
ADI 717,Nutritional Sciences BSDN,MAJ,3,Communicates complex ideas in a clear and understandable manner through both written and oral presentations.
ADI 717,Nutritional Sciences BSDN,MAJ,4,Demonstrates quantitative literacy in math and statistics relevant to nutritional sciences and dietetics.
ADI 717,Nutritional Sciences BSDN,MAJ,5,"Demonstrates the ability to think critically and creatively, to synthesize, analyze, and integrate ideas for decision making and problem solving."
ADI 717,Nutritional Sciences BSDN,MAJ,6,"Develops the skills for life--long learning and is capable of locating, interpreting, and critically evaluating professional literature and current research."
ADI 717,Nutritional Sciences BSDN,MAJ,7,"Develops a global perspective and an appreciation for the interdependencies among individuals and their workplaces, communities, environments, and world; and an understanding of the interrelationships between science and society."
ADI 717,Nutritional Sciences BSDN,MAJ,8,"Develops a respect for truth, a tolerance for diverse views, and a strong sense of personal and professional ethics."
MS  717ALS,Nutritional Sciences MS,MAJ,1,"Articulates, critiques, and elaborates the theories, research methods, and approaches to inquiry in nutritional sciences. Specific knowledge areas of focus include intermediary metabolism, functions and metabolism of vitamins and minerals, nutrition-related diseases such as obesity and diabetes, and fundamental principles of epidemiology and nutrition policy."
MS  717ALS,Nutritional Sciences MS,MAJ,2,Identifies sources and assembles evidence pertaining to questions or challenges in nutritional sciences.
MS  717ALS,Nutritional Sciences MS,MAJ,3,Selects and/or utilizes the most appropriate methodologies and practices.
MS  717ALS,Nutritional Sciences MS,MAJ,4,Evaluates or synthesizes information pertaining to questions or challenges in nutritional sciences.
MS  717ALS,Nutritional Sciences MS,MAJ,5,Communicates clearly in ways appropriate to the field of nutritional science. This includes the composition of primary research and review articles. Demonstrates competent communication in the form of oral and poster presentations.
MS  717ALS,Nutritional Sciences MS,MAJ,6,Recognizes and applies principles of ethical and professional conduct.
PHD 717ALS,Nutritional Sciences PHD,MAJ,1,"Articulates research problems, potentials, and limits with respect to theory, knowledge, and practice in nutritional sciences. Specific knowledge areas of focus include intermediary metabolism, functions and metabolism of vitamins and minerals, nutrition-related diseases such as obesity and diabetes, and fundamental principles of epidemiology and nutrition policy."
PHD 717ALS,Nutritional Sciences PHD,MAJ,2,"Formulates ideas, concepts, designs, and/or techniques beyond the current boundaries of knowledge in nutritional sciences."
PHD 717ALS,Nutritional Sciences PHD,MAJ,3,Creates original research and scholarship that makes a substantive contribution to nutritional sciences.
PHD 717ALS,Nutritional Sciences PHD,MAJ,4,Demonstrates breadth of knowledge of nutritional sciences.
PHD 717ALS,Nutritional Sciences PHD,MAJ,5,Advances contributions of the field of nutritional sciences to society.
PHD 717ALS,Nutritional Sciences PHD,MAJ,6,Communicates complex ideas in a clear and understandable manner through both written and oral presentations.
PHD 717ALS,Nutritional Sciences PHD,MAJ,7,Fosters and practices ethical and professional conduct.
MS  720EDU,Occupational Therapy MS,MAJ,1,"(Foundational Knowledge) Demonstrate an understanding of the physical, psychological and contextual substrates of human occupation in typical and nontypical development."
MS  720EDU,Occupational Therapy MS,MAJ,2,(Foundational Knowledge) Discuss the role of personal and environmental factors on involvement in daily activities and community participation.
MS  720EDU,Occupational Therapy MS,MAJ,3,(Foundational Knowledge) Critically examine and apply theories associated with the science of human occupation and models of interprofessional practice to service delivery.
MS  720EDU,Occupational Therapy MS,MAJ,4,(Foundational Knowledge) Demonstrate knowledge of one's own role and those of other professions to appropriately assess and address the needs of clients and populations served.
MS  720EDU,Occupational Therapy MS,MAJ,5,"(Scientific Inquiry and Theory Development) Articulate current problems facing the profession of occupational therapy in an interprofessional context with respect to theory, knowledge and practice."
MS  720EDU,Occupational Therapy MS,MAJ,6,"(Scientific Inquiry and Theory Development) Identify and critique current knowledge, theories and evidence to inform practice."
MS  720EDU,Occupational Therapy MS,MAJ,7,"(Scientific Inquiry and Theory Development) Demonstrate necessary skills for designing a scholarly proposal that includes a research question, relevant literature, samples, design, measurement and data analysis."
MS  720EDU,Occupational Therapy MS,MAJ,8,"(Scientific Inquiry and Theory Development) Participate in scholarly activities that evaluate professional practice, service delivery, and/or professional issues."
MS  720EDU,Occupational Therapy MS,MAJ,9,(Practice Reasoning and Decision Making) Appropriately assess clients' participation in daily life activities and employ an interprofessional approach to determining clients' needs within the context of family and society.
MS  720EDU,Occupational Therapy MS,MAJ,10,(Practice Reasoning and Decision Making) Identify factors within the environment that influence participation in home and community life.
MS  720EDU,Occupational Therapy MS,MAJ,11,(Practice Reasoning and Decision Making) Plan for discharge in collaboration with the client and family and terminate occupational therapy when appropriate.
MS  720EDU,Occupational Therapy MS,MAJ,12,(Professional Conduct) Articulate the values of the occupational therapy profession.
MS  720EDU,Occupational Therapy MS,MAJ,13,(Professional Conduct) Work with individuals of other professions to maintain a climate of mutual respect and shared values.
MS  720EDU,Occupational Therapy MS,MAJ,14,"(Professional Conduct) Describe the varied roles of the occupational therapist as practitioner, educator, researcher, and entrepreneur,"
MS  720EDU,Occupational Therapy MS,MAJ,15,"(Professional Conduct) Establish appropriate therapeutic relationships with individuals, groups, organizations and systems,"
MS  720EDU,Occupational Therapy MS,MAJ,16,(Professional Conduct) Use effective interpersonal communication and demonstrate effective and culturally sensitive group communication.
MS  720EDU,Occupational Therapy MS,MAJ,17,(Professional Conduct) Demonstrate use of safety precautions with the client during the process of practice.
MS  720EDU,Occupational Therapy MS,MAJ,18,"(Professional Conduct) Demonstrate knowledge of legal and ethical issues related to care in health, education, and community settings."
OTD 720EDU,Occupational Therapy OTD,MAJ,1,"Articulate and apply underlying occupation-based theories, concepts and techniques of occupational therapy intervention for a variety of contexts."
OTD 720EDU,Occupational Therapy OTD,MAJ,2,"Formulate systems to gather, analyze and interpret data and present to a professional audience."
OTD 720EDU,Occupational Therapy OTD,MAJ,3,"Demonstrate active involvement in professional development, leadership, and advocacy for the benefit of constituents and the profession."
OTD 720EDU,Occupational Therapy OTD,MAJ,4,"Synthesize current knowledge, available evidence and responses to interventions to inform new approaches to practice problems."
OTD 720EDU,Occupational Therapy OTD,MAJ,5,"Demonstrate commitment to healthy long-term professional growth through the creation, implementation, and monitoring of a career development plan including application of wellness and prevention strategies."
CERT501,Organic Agriculture UCrt,CRT,1,Describe the history of current organic systems and how it influences the way that organic farms and industries work.  
CERT501,Organic Agriculture UCrt,CRT,2,"Explore the biological, ecological, and agricultural underpinnings of organic production systems"
CERT501,Organic Agriculture UCrt,CRT,3,"Examine how organic systems, social initiatives, and regulations are developed and how they shape business activities, community development efforts, and human and environmental health outcomes.   "
CERT501,Organic Agriculture UCrt,CRT,4,"Evaluate the benefits and limitations of organic systems, social initiatives, and regulations from environmental, social, economic, and racial justice perspectives"
CERT501,Organic Agriculture UCrt,CRT,5,"Apply knowledge of organic production through experiential opportunities within local, national and/or international communities. "
GCRT620,Patient Safety GCrt,CRT,1,Describe specific problems associated with patient safety.
GCRT620,Patient Safety GCrt,CRT,2,Compare and contrast traditional approaches to safety with a systems engineering approach.
GCRT620,Patient Safety GCrt,CRT,3," Explain how systems engineering and systems design can be used to identify, analyze and solve patient safety research and applied problems."
GCRT620,Patient Safety GCrt,CRT,4,Demonstrate the ability to apply system engineering principles to a real-world problem in healthcare through the completion of a research project.
HPF 735,Personal Finance BS,MAJ,1,Invoke interdisciplinary and collaborative approaches to understand the interactions between individuals and their social and environmental contexts.
HPF 735,Personal Finance BS,MAJ,2,"Demonstrate the ability to harness, analyze and interpret relevant data for making real world decisions."
HPF 735,Personal Finance BS,MAJ,3,"Acquire professional and life skills related to workplace communication, teamwork, active listening and adapting to technology."
HPF 735,Personal Finance BS,MAJ,4,"Demonstrate an understanding of consumer financial behavior and the role of income, savings, credit, planning and benefits."
PS  744,Pharmaceutical Sciences BS,MAJ,1,"Drug factors. Apply knowledge of the physical, chemical, pharmacologic, and formulation properties of drugs and relate how these properties influence drug parameters (such as kinetics, pharmacodynamics, stability,  dosage form design, and treatment-related outcomes). Differentiate among the major therapeutic drug classes based on mechanisms of action, clinical use and adverse effects, contraindications, drug interactions, dosage forms, and dosing regimens."
PS  744,Pharmaceutical Sciences BS,MAJ,2,"Patient factors. Collect, integrate and apply knowledge of a patient?s biochemistry, anatomy, physiology, genomics, culture, socio-behavioral characteristics, and pathophysiologic states to develop an individualized patient  care plan using drug factors that will improve therapeutic outcomes, minimize drug reactions, reduce adverse events, and increase adherence."
PS  744,Pharmaceutical Sciences BS,MAJ,3,"Drug kinetics. Design or modify dosage regimens using patient-specific or population pharmacokinetic data, plasma concentration-time profile of drugs, and factors that alter them."
PS  744,Pharmaceutical Sciences BS,MAJ,4,"Product preparation. Compound parenteral and non-parenteral drug products using appropriate calculations, pharmaceutical components, and techniques. Demonstrate a commitment to patient safety by assuring total accuracy in calculation, preparation, labeling and dispensing of prescription and medication orders."
PS  744,Pharmaceutical Sciences BS,MAJ,5,"Teamwork. Collaborate effectively with pharmacy colleagues, other healthcare professionals, scientists, and patients and/or their caregivers."
PS  744,Pharmaceutical Sciences BS,MAJ,6,"Health disparities. Identify causes of health disparities and incorporate principles of cultural awareness, sensitivity, and competence into plans to address these issues."
PS  744,Pharmaceutical Sciences BS,MAJ,7,"Professional awareness. Identify emerging health-related issues, products, and services and analyze their potential implications for: disease prevention and/or treatment services; management of human, physical, medical, information, and technological resources involved in providing patient care; and patient-specific and population-based therapeutic outcomes."
MS  744PHM,Pharmaceutical Sciences MS,MAJ,1,Demonstrate critical knowledge and in-depth understanding of principles in pharmaceutical sciences and in the student's area of expertise.
MS  744PHM,Pharmaceutical Sciences MS,MAJ,2,"Identify important research questions, formulate testable hypotheses, and design experiments to test those hypotheses."
MS  744PHM,Pharmaceutical Sciences MS,MAJ,3,Conduct research that contributes to the student's field of study.
MS  744PHM,Pharmaceutical Sciences MS,MAJ,4,Communicate scientific knowledge and research results effectively to a range of audiences.
MS  744PHM,Pharmaceutical Sciences MS,MAJ,5,Apply ethical principles in conducting scientific research.
PHD 744PHM,Pharmaceutical Sciences PHD,MAJ,1,Demonstrate critical knowledge and in-depth understanding of principles in the student's area of expertise.
PHD 744PHM,Pharmaceutical Sciences PHD,MAJ,2,"Identify important research questions, formulate testable hypotheses, and design experiments to test those hypotheses."
PHD 744PHM,Pharmaceutical Sciences PHD,MAJ,3,Conduct original research that contributes to the student's field of study.
PHD 744PHM,Pharmaceutical Sciences PHD,MAJ,4,Communicate scientific knowledge and research results effectively to a range of audiences.
PHD 744PHM,Pharmaceutical Sciences PHD,MAJ,5,Apply ethical principles in conducting scientific research.
TOX 750,Pharmacology & Toxicology BS,MAJ,1,Demonstrate a knowledge and understanding of the supportive biomedical fields.
TOX 750,Pharmacology & Toxicology BS,MAJ,2,Demonstrate a knowledge and understanding of Pharmacology.
TOX 750,Pharmacology & Toxicology BS,MAJ,3,Demonstrate a knowledge and understanding of Toxicology.
TOX 750,Pharmacology & Toxicology BS,MAJ,4,Understand scientific principles of laboratory design and presentation of scientific data.
DPH 756,Pharmacy DPH,MAJ,1,"1 - Information processing and provision: Retrieve, analyze, and interpret the professional and lay literatures and provide drug and health information (such as evidence-based drug information) to healthcare professionals and the public."
DPH 756,Pharmacy DPH,MAJ,2,"2 - Drug factors: Apply knowledge of the physical, chemical, pharmacologic, and formulation properties of drugs and relate how these properties influence drug parameters (such as kinetics, pharmacodynamics, stability, dosage form design, and treatment-related outcomes).\\nDifferentiate among the major therapeutic drug classes based on mechanisms of action, clinical use and adverse effects, contraindications, drug interactions, dosage forms, and dosing regimens.\\n"
DPH 756,Pharmacy DPH,MAJ,3,"3 - Patient factors: Collect, integrate and apply knowledge of a patient?s biochemistry, anatomy, physiology, genomics, culture, socio-behavioral characteristics, and pathophysiologic states to develop an individualized patient care plan using drug factors that will improve therapeutic outcomes, minimize drug reactions, reduce adverse events, and increase adherence."
DPH 756,Pharmacy DPH,MAJ,4,"4 - Drug kinetics: Design or modify dosage regimens using patient-specific or population pharmacokinetic data, plasma concentration-time profile of drugs, and factors that alter them."
DPH 756,Pharmacy DPH,MAJ,5,"5 - Product preparation: Compound parenteral and non-parenteral drug products using appropriate calculations, pharmaceutical components, and techniques. Demonstrate a commitment to patient safety by assuring total accuracy in calculation, preparation, labeling and dispensing of prescription and medication orders."
DPH 756,Pharmacy DPH,MAJ,6,"6a ? Communication-Patient: Communicate effectively in oral and written forms with patients, caregivers, healthcare professionals, and others. Demonstrate empathy, listening skills, and altruism in interactions. a. Communicate with patients and/or caregivers to: i. Obtain patient health-related information; ii. Provide appropriate health and medication information and confirm understanding of the information provided."
DPH 756,Pharmacy DPH,MAJ,7,"6b ? Communication-Health Professionals: Communicate effectively in oral and written forms with patients, caregivers, healthcare professionals, and others. Demonstrate empathy, listening skills, and altruism in interactions. b. Communicate with health professionals and others to: i. Obtain, provide and confirm accurate and concise patient and medication information."
DPH 756,Pharmacy DPH,MAJ,8,"6c ? Communication-Written: Communicate effectively in oral and written forms with patients, caregivers, healthcare professionals, and others. Demonstrate empathy, listening skills, and altruism in interactions. c. Document therapeutic assessments and clinical interventions regarding drug therapy."
DPH 756,Pharmacy DPH,MAJ,9,"7 ? Teamwork: Collaborate effectively with pharmacy colleagues, other healthcare professionals and patients and/or their caregivers."
DPH 756,Pharmacy DPH,MAJ,10,"8 - Behavioral principles: Apply social and behavioral principles and theories in the design, delivery, and evaluation of pharmaceutical care."
DPH 756,Pharmacy DPH,MAJ,11,"9 - Management principles: Use management principles to analyze and evaluate pharmacy operations and personnel, including optimizing physical and technological resources, to assure safe, efficient and effective management of medication distribution, control, and use systems."
DPH 756,Pharmacy DPH,MAJ,12,"10 - Practice evaluation: Apply patient- and population-specific data, quality assurance strategies, and evaluation to develop and implement practice-based drug use strategies and public health policies to assure that medication use systems minimize drug misadventuring, optimize patient outcomes, and address public health problems."
DPH 756,Pharmacy DPH,MAJ,13,"11 - Professional standards: Apply relevant legal, ethical, social, historical, economical, and professional principles to perform all professional activities."
DPH 756,Pharmacy DPH,MAJ,14,"12 - Health disparities: Identify causes of health disparities and incorporate principles of cultural awareness, sensitivity, and competence into plans to address these issues in practice."
DPH 756,Pharmacy DPH,MAJ,15,"13 - Public Health: Identify and address public health problems and promote health and wellness. Design individual and population-specific, evidence-based disease prevention and disease management programs (such as medication therapy management) and protocols based upon analysis of epidemiologic and pharmacoeconomic data, medication use criteria, medication use review, and risk reduction strategies."
DPH 756,Pharmacy DPH,MAJ,16,"14 - Professional awareness: Identify emerging health-related issues, products, and services and analyze their potential implications for: disease prevention and/or treatment services; management of human, physical, medical, information, and technological resources involved in providing patient care; and patient-specific and population-based therapeutic outcomes."
DPH 756,Pharmacy DPH,MAJ,17,15 - Lifelong learning: Create and enhance a personal plan for continuing professional development to promote lifelong learning and ensure maintenance of professional competence.\\n
MS  756PHM,Pharmacy MS,MAJ,1,"Demonstrates the ability to design, implement, evaluate, optimize, and manage the medication use process using technology, automation, workflow design, application, and optimal skill mix.  "
MS  756PHM,Pharmacy MS,MAJ,2,Thoroughly understands the components of an integrated health system and the role of pharmacy across the continuum of care.
MS  756PHM,Pharmacy MS,MAJ,3,"Displays knowledge and expertise in the development and coordination of medication use policy to standardize practice, provide optimal patient care, and impact the financial performance of the organization. "
MS  756PHM,Pharmacy MS,MAJ,4,"Demonstrates the ability to manage the supply chain, including inventory analysis, contract negotiation, purchasing, and drug shortage management."
MS  756PHM,Pharmacy MS,MAJ,5,Comprehends medication safety principles to ensure safe medication practices.
MS  756PHM,Pharmacy MS,MAJ,6,"Effectively monitors the financial performance of the pharmacy department, including knowledge of budgeting concepts, reporting of variances, and revenue cycle optimization. "
MS  756PHM,Pharmacy MS,MAJ,7,"Understands the principles of human resource management, including recruitment, interviewing, hiring, performance management, discipline, and effective day-to-day supervision. "
MS  756PHM,Pharmacy MS,MAJ,8,Demonstrates personal leadership qualities essential to operate effectively within a health system and advance the profession and practice of pharmacy. 
BA  765,Philosophy BA,MAJ,1,Ability to think critically about arguments.
BA  765,Philosophy BA,MAJ,2,Ability to interpret complex texts accurately and analyze them logically.
BA  765,Philosophy BA,MAJ,3,Ability to communicate precisely and concisely in both writing and speech.
BA  765,Philosophy BA,MAJ,4,Familiarity with the history of Western philosophy and the major debates withing that tradition.
BA  765,Philosophy BA,MAJ,5,Ability to be engaged citizens who think carefully and well about their responsibilities to others.
BA  765,Philosophy BA,MAJ,6,Ability to exchange reasons about controversial matters respectfully and with the aim of uncovering the truth.
BA  765,Philosophy BA,MAJ,7,"Interpretative charity and intellectual honesty, which includes appropriate attribution to others of their ideas, and recognition and frankness about the limitations of one's own ideas."
MA  765L&S,Philosophy MA,MAJ,1,Expert ability to think critically about arguments.
MA  765L&S,Philosophy MA,MAJ,2,Expert ability to interpret complex texts accurately and analyze them logically.
MA  765L&S,Philosophy MA,MAJ,3,Ability to communicate very precisely and concisely in both writing and in speech.
MA  765L&S,Philosophy MA,MAJ,4,In-depth familiarity with the history of Western philosophy and the major debates within that tradition.
MA  765L&S,Philosophy MA,MAJ,5,"Interpretative charity, and intellectual honesty, which includes appropriate attribution to others of their ideas, and recognition and frankness about the limitations of one's own ideas."
PHD 765L&S,Philosophy PHD,MAJ,1,Expert ability to think critically about arguments.
PHD 765L&S,Philosophy PHD,MAJ,2,Expert ability to interpret complex texts accurately and analyze them logically.
PHD 765L&S,Philosophy PHD,MAJ,3,Ability to design curriculum for undergraduate courses in their areas of expertise and competence.
PHD 765L&S,Philosophy PHD,MAJ,4,Ability to communicate very precisely and concisely in both writing and in speech.
PHD 765L&S,Philosophy PHD,MAJ,5,In-depth familiarity with the history of Western philosophy and the major debates within that tradition.
PHD 765L&S,Philosophy PHD,MAJ,6,Ability to write a book length manuscript which constitutes an original and valuable contribution to the field.
PHD 765L&S,Philosophy PHD,MAJ,7,"Interpretative charity, and intellectual honesty, which includes appropriate attribution to others of their ideas, and recognition and frankness about the limitations of one's own ideas."
PHD 765L&S,Philosophy PHD,MAJ,8,Fosters ethical and professional conduct.
PHD 765L&S,Philosophy PHD,MAJ,9,Ability to engage in high quality undergraduate instruction in their areas of expertise and competence.
PHD 765L&S,Philosophy PHD,MAJ,10,Well-equipped to pursue continuous professional development with respect to goals.
BSPE770,Physical Education BS,MAJ,1,(Standard 1) Incorporates Understanding of Human Learning and Development.  Teachers design learning environments and pedagogical practices for students that are grounded in concepts and interpretive frameworks provided by disciplines that study human development and learning.
BSPE770,Physical Education BS,MAJ,2,"(Standard 2) Understands Social Context of Schooling.  Teachers understand how local, state, national, and global social and political contexts differentially affect schooling and its outcomes for students."
BSPE770,Physical Education BS,MAJ,3,"(Standard 3) Demonstrates Sophisticated Curricular Knowledge.  Teachers understand the central concepts, assumptions, tools of inquiry, ways of reasoning, uncertainties, and controversies of exercise science and physical educations."
